
Method: GET | URL: /table-name?page=1&size=4 | Date: 6/24/2024, 2:57:58 PM | IP: ::1 | Status: 404 | Response Time: 26.194 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: 
Method: GET | URL: /table-names?page=1&perPage=10&tabName=users&createdAt=2024-06-22 | Date: 6/24/2024, 3:08:46 PM | IP: ::1 | Status: 500 | Response Time: 36.577 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"error\":\"Op is not defined\"}"
Method: GET | URL: /table-names?page=1&size=10&tabName=users&createdAt=2024-06-22 | Date: 6/24/2024, 3:08:56 PM | IP: ::1 | Status: 500 | Response Time: 6.982 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"error\":\"Op is not defined\"}"
Method: GET | URL: /table-names | Date: 6/24/2024, 3:09:50 PM | IP: ::1 | Status: 200 | Response Time: 26.399 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":8,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"},{\"id\":7,\"tab_name\":\"product_attributes\",\"createdAt\":\"2024-06-24T08:26:10.000Z\",\"updatedAt\":\"2024-06-24T08:26:10.000Z\"},{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"},{\"id\":5,\"tab_name\":\"categories\",\"createdAt\":\"2024-06-24T08:24:15.000Z\",\"updatedAt\":\"2024-06-24T08:24:15.000Z\"},{\"id\":4,\"tab_name\":\"orders\",\"createdAt\":\"2024-06-24T08:22:52.000Z\",\"updatedAt\":\"2024-06-24T08:22:52.000Z\"},{\"id\":3,\"tab_name\":\"admins\",\"createdAt\":\"2024-06-22T08:54:25.000Z\",\"updatedAt\":\"2024-06-22T08:54:25.000Z\"},{\"id\":2,\"tab_name\":\"users\",\"createdAt\":\"2024-06-22T08:54:14.000Z\",\"updatedAt\":\"2024-06-22T08:54:14.000Z\"},{\"id\":1,\"tab_name\":\"products\",\"createdAt\":\"2024-06-22T08:00:22.000Z\",\"updatedAt\":\"2024-06-22T08:00:22.000Z\"}]}"
Method: GET | URL: /table-names | Date: 6/24/2024, 3:11:24 PM | IP: ::1 | Status: 200 | Response Time: 46.476 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":8,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"},{\"id\":7,\"tab_name\":\"product_attributes\",\"createdAt\":\"2024-06-24T08:26:10.000Z\",\"updatedAt\":\"2024-06-24T08:26:10.000Z\"},{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"},{\"id\":5,\"tab_name\":\"categories\",\"createdAt\":\"2024-06-24T08:24:15.000Z\",\"updatedAt\":\"2024-06-24T08:24:15.000Z\"},{\"id\":4,\"tab_name\":\"orders\",\"createdAt\":\"2024-06-24T08:22:52.000Z\",\"updatedAt\":\"2024-06-24T08:22:52.000Z\"},{\"id\":3,\"tab_name\":\"admins\",\"createdAt\":\"2024-06-22T08:54:25.000Z\",\"updatedAt\":\"2024-06-22T08:54:25.000Z\"},{\"id\":2,\"tab_name\":\"users\",\"createdAt\":\"2024-06-22T08:54:14.000Z\",\"updatedAt\":\"2024-06-22T08:54:14.000Z\"},{\"id\":1,\"tab_name\":\"products\",\"createdAt\":\"2024-06-22T08:00:22.000Z\",\"updatedAt\":\"2024-06-22T08:00:22.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=product&createdAt=2024-06-23 | Date: 6/24/2024, 3:12:04 PM | IP: ::1 | Status: 500 | Response Time: 7.464 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"error\":\"Op is not defined\"}"
Method: GET | URL: /table-names?page=1&size=10&tabName=users&createdAt=2024-06-23 | Date: 6/24/2024, 3:12:14 PM | IP: ::1 | Status: 500 | Response Time: 6.622 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"error\":\"Op is not defined\"}"
Method: GET | URL: /table-names?page=1&size=10 | Date: 6/24/2024, 3:12:24 PM | IP: ::1 | Status: 200 | Response Time: 33.904 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":8,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"},{\"id\":7,\"tab_name\":\"product_attributes\",\"createdAt\":\"2024-06-24T08:26:10.000Z\",\"updatedAt\":\"2024-06-24T08:26:10.000Z\"},{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"},{\"id\":5,\"tab_name\":\"categories\",\"createdAt\":\"2024-06-24T08:24:15.000Z\",\"updatedAt\":\"2024-06-24T08:24:15.000Z\"},{\"id\":4,\"tab_name\":\"orders\",\"createdAt\":\"2024-06-24T08:22:52.000Z\",\"updatedAt\":\"2024-06-24T08:22:52.000Z\"},{\"id\":3,\"tab_name\":\"admins\",\"createdAt\":\"2024-06-22T08:54:25.000Z\",\"updatedAt\":\"2024-06-22T08:54:25.000Z\"},{\"id\":2,\"tab_name\":\"users\",\"createdAt\":\"2024-06-22T08:54:14.000Z\",\"updatedAt\":\"2024-06-22T08:54:14.000Z\"},{\"id\":1,\"tab_name\":\"products\",\"createdAt\":\"2024-06-22T08:00:22.000Z\",\"updatedAt\":\"2024-06-22T08:00:22.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=category_attributes&createdAt=2024-06-24T08:25:27.000Z | Date: 6/24/2024, 3:13:08 PM | IP: ::1 | Status: 500 | Response Time: 7.615 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"error\":\"Op is not defined\"}"
Method: GET | URL: /table-names?page=1&size=10&tabName=category_attributes&createdAt=2024-06-24T08:25:27.000Z | Date: 6/24/2024, 3:14:18 PM | IP: ::1 | Status: 200 | Response Time: 47.207 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":1,\"page\":1,\"perPage\":10,\"data\":[{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=category_attribut&createdAt=2024-06-24T08:25:27.000Z | Date: 6/24/2024, 3:14:38 PM | IP: ::1 | Status: 200 | Response Time: 36.279 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":1,\"page\":1,\"perPage\":10,\"data\":[{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=category_att&createdAt=2024-06-24T08:25:27.000Z | Date: 6/24/2024, 3:14:44 PM | IP: ::1 | Status: 200 | Response Time: 64.650 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":1,\"page\":1,\"perPage\":10,\"data\":[{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=category&createdAt=2024-06-24T08:25:27.000Z | Date: 6/24/2024, 3:14:53 PM | IP: ::1 | Status: 200 | Response Time: 14.149 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":1,\"page\":1,\"perPage\":10,\"data\":[{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=product&createdAt=2024-06-24T08:25:27.000Z | Date: 6/24/2024, 3:15:05 PM | IP: ::1 | Status: 200 | Response Time: 28.702 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":2,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"},{\"id\":7,\"tab_name\":\"product_attributes\",\"createdAt\":\"2024-06-24T08:26:10.000Z\",\"updatedAt\":\"2024-06-24T08:26:10.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=product_images&createdAt=2024-06-24T08:25:27.000Z | Date: 6/24/2024, 3:15:46 PM | IP: ::1 | Status: 200 | Response Time: 28.727 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":1,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=product_images&createdAt=2024-06-24 | Date: 6/24/2024, 3:16:12 PM | IP: ::1 | Status: 200 | Response Time: 29.548 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":1,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&tabName=product_images | Date: 6/24/2024, 3:16:25 PM | IP: ::1 | Status: 200 | Response Time: 25.163 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":1,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&createdAt=2024-06-24 | Date: 6/24/2024, 3:16:47 PM | IP: ::1 | Status: 200 | Response Time: 28.091 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":5,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"},{\"id\":7,\"tab_name\":\"product_attributes\",\"createdAt\":\"2024-06-24T08:26:10.000Z\",\"updatedAt\":\"2024-06-24T08:26:10.000Z\"},{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"},{\"id\":5,\"tab_name\":\"categories\",\"createdAt\":\"2024-06-24T08:24:15.000Z\",\"updatedAt\":\"2024-06-24T08:24:15.000Z\"},{\"id\":4,\"tab_name\":\"orders\",\"createdAt\":\"2024-06-24T08:22:52.000Z\",\"updatedAt\":\"2024-06-24T08:22:52.000Z\"}]}"
Method: GET | URL: /table-names?page=1&size=10&createdAt=2024-06-22 | Date: 6/24/2024, 3:17:48 PM | IP: ::1 | Status: 200 | Response Time: 27.418 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":8,\"page\":1,\"perPage\":10,\"data\":[{\"id\":8,\"tab_name\":\"product_images\",\"createdAt\":\"2024-06-24T08:26:53.000Z\",\"updatedAt\":\"2024-06-24T08:26:53.000Z\"},{\"id\":7,\"tab_name\":\"product_attributes\",\"createdAt\":\"2024-06-24T08:26:10.000Z\",\"updatedAt\":\"2024-06-24T08:26:10.000Z\"},{\"id\":6,\"tab_name\":\"category_attributes\",\"createdAt\":\"2024-06-24T08:25:27.000Z\",\"updatedAt\":\"2024-06-24T08:25:27.000Z\"},{\"id\":5,\"tab_name\":\"categories\",\"createdAt\":\"2024-06-24T08:24:15.000Z\",\"updatedAt\":\"2024-06-24T08:24:15.000Z\"},{\"id\":4,\"tab_name\":\"orders\",\"createdAt\":\"2024-06-24T08:22:52.000Z\",\"updatedAt\":\"2024-06-24T08:22:52.000Z\"},{\"id\":3,\"tab_name\":\"admins\",\"createdAt\":\"2024-06-22T08:54:25.000Z\",\"updatedAt\":\"2024-06-22T08:54:25.000Z\"},{\"id\":2,\"tab_name\":\"users\",\"createdAt\":\"2024-06-22T08:54:14.000Z\",\"updatedAt\":\"2024-06-22T08:54:14.000Z\"},{\"id\":1,\"tab_name\":\"products\",\"createdAt\":\"2024-06-22T08:00:22.000Z\",\"updatedAt\":\"2024-06-22T08:00:22.000Z\"}]}"
Method: GET | URL: /products?page=1&size=10 | Date: 6/24/2024, 3:30:19 PM | IP: ::1 | Status: 200 | Response Time: 84.094 ms | User-Agent: PostmanRuntime/7.37.3 | User: {"id":2,"email":"tesfayerusalem@gmail.com"} | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":0,\"page\":1,\"perPage\":10,\"data\":[]}"
Method: GET | URL: /products?page=1&size=10&p_name=Laptop&price=999.99&cat_attr_id=1&seller_id=2 | Date: 6/24/2024, 3:30:47 PM | IP: ::1 | Status: 500 | Response Time: 37.835 ms | User-Agent: PostmanRuntime/7.37.3 | User: {"id":2,"email":"tesfayerusalem@gmail.com"} | Req Body: {"tab_name":"product_images"} | Res Body: "{\"error\":\"Op is not defined\"}"
Method: GET | URL: /products?page=1&size=10&p_name=Laptop&price=999.99&cat_attr_id=1&seller_id=2 | Date: 6/24/2024, 3:31:27 PM | IP: ::1 | Status: 200 | Response Time: 100.737 ms | User-Agent: PostmanRuntime/7.37.3 | User: {"id":2,"email":"tesfayerusalem@gmail.com"} | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":0,\"page\":1,\"perPage\":10,\"data\":[]}"
Method: GET | URL: /categories?page=1&size=10&p_name=Laptop&price=999.99&cat_attr_id=1&seller_id=2 | Date: 6/24/2024, 3:48:23 PM | IP: ::1 | Status: 401 | Response Time: 59.941 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"message\":\"Unauthorized user!\"}"
Method: GET | URL: /products?page=1&size=10&p_name=Laptop&price=999.99&cat_attr_id=1&seller_id=2 | Date: 6/24/2024, 3:49:25 PM | IP: ::1 | Status: 200 | Response Time: 52.114 ms | User-Agent: PostmanRuntime/7.37.3 | User: {"id":2,"email":"tesfayerusalem@gmail.com"} | Req Body: {"tab_name":"product_images"} | Res Body: "{\"total\":0,\"page\":1,\"perPage\":10,\"data\":[]}"
Method: GET | URL: /categories?page=1&size=10&c_name=Electronics&parent_id=1 | Date: 6/24/2024, 3:49:34 PM | IP: ::1 | Status: 401 | Response Time: 36.036 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"tab_name":"product_images"} | Res Body: "{\"message\":\"Unauthorized user!\"}"
Method: POST | URL: /admins | Date: 6/24/2024, 3:50:00 PM | IP: ::1 | Status: 400 | Response Time: 7.631 ms | User-Agent: PostmanRuntime/7.37.3 | User: Unauthenticated | Req Body: {"email":"@"} | Res Body: "{\"errors\":[{\"type\":\"field\",\"msg\":\"Invalid value\",\"path\":\"firstname\",\"location\":\"body\"},{\"type\":\"field\",\"msg\":\"First name is required\",\"path\":\"firstname\",\"location\":\"body\"},{\"type\":\"field\",\"msg\":\"Invalid value\",\"path\":\"lastname\",\"location\":\"body\"},{\"type\":\"field\",\"msg\":\"Last name is required\",\"path\":\"lastname\",\"location\":\"body\"},{\"type\":\"field\",\"msg\":\"Invalid value\",\"path\":\"email\",\"location\":\"body\"},{\"type\":\"field\",\"msg\":\"Please enter a valid email address\",\"path\":\"email\",\"location\":\"body\"},{\"type\":\"field\",\"msg\":\"Invalid value\",\"path\":\"password\",\"location\":\"body\"},{\"type\":\"field\",\"msg\":\"Password must be at least 6 characters long\",\"path\":\"password\",\"location\":\"body\"}]}"
